topic,llm_answer,population_answer,response,label,llm_support_used,human_support_used,LLM_outsourcing_overridden,human_outsourcing_overridden,ai_orch_agreement,human_orch_agreement,self_orch_agreement,recommendation,recommendation_lists,incorrect_answers_by_category
elementary_mathematics,D,D,D,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""5/6""],""high_school_mathematics"":[""27/50"",""22/50"",""3 / 5""],""college_mathematics"":[""22/50"",""26/50"",""2 / 5""]}","{""elementary_mathematics"":false}"
high_school_mathematics,B,D,D,D,True,False,True,,,,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""5/6""],""high_school_mathematics"":[""27/50"",""23/51"",""3 / 5""],""college_mathematics"":[""22/50"",""26/50"",""2 / 5""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false}"
college_mathematics,D,B,B,C,False,True,,False,False,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""5/6""],""high_school_mathematics"":[""27/50"",""23/51"",""3 / 5""],""college_mathematics"":[""22/51"",""26/50"",""2 / 5""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
college_mathematics,B,C,B,A,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""5/6""],""high_school_mathematics"":[""27/50"",""23/51"",""3 / 5""],""college_mathematics"":[""22/51"",""26/51"",""2 / 5""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
elementary_mathematics,D,D,D,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""6/7""],""high_school_mathematics"":[""27/50"",""23/51"",""3 / 5""],""college_mathematics"":[""22/51"",""26/51"",""2 / 5""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
college_mathematics,B,B,C,D,False,False,,,False,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""6/7""],""high_school_mathematics"":[""27/50"",""23/51"",""3 / 5""],""college_mathematics"":[""22/51"",""26/51"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":true}"
college_mathematics,C,B,B,D,False,True,,False,False,,,You were wrong by yourself on college_mathematics last time. You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""6/7""],""high_school_mathematics"":[""27/50"",""23/51"",""3 / 5""],""college_mathematics"":[""22/52"",""26/51"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
elementary_mathematics,B,B,B,B,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""7/8""],""high_school_mathematics"":[""27/50"",""23/51"",""3 / 5""],""college_mathematics"":[""22/52"",""26/51"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
high_school_mathematics,A,A,B,A,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""7/8""],""high_school_mathematics"":[""27/50"",""23/51"",""3/6""],""college_mathematics"":[""22/52"",""26/51"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":true,""college_mathematics"":false}"
college_mathematics,D,A,D,A,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""7/8""],""high_school_mathematics"":[""27/50"",""23/51"",""3/6""],""college_mathematics"":[""22/52"",""26/52"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":true,""college_mathematics"":false}"
