topic,llm_answer,population_answer,response,label,llm_support_used,human_support_used,LLM_outsourcing_overridden,human_outsourcing_overridden,ai_orch_agreement,human_orch_agreement,self_orch_agreement,recommendation,recommendation_lists,incorrect_answers_by_category
college_mathematics,C,B,D,B,False,False,,,False,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""4 / 5""],""high_school_mathematics"":[""27/50"",""22/50"",""3 / 5""],""college_mathematics"":[""22/50"",""26/50"",""2/6""]}","{""college_mathematics"":true}"
high_school_mathematics,C,A,C,B,True,False,False,,,,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""4 / 5""],""high_school_mathematics"":[""27/50"",""22/51"",""3 / 5""],""college_mathematics"":[""22/50"",""26/50"",""2/6""]}","{""college_mathematics"":true,""high_school_mathematics"":false}"
elementary_mathematics,A,A,A,A,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""5/6""],""high_school_mathematics"":[""27/50"",""22/51"",""3 / 5""],""college_mathematics"":[""22/50"",""26/50"",""2/6""]}","{""college_mathematics"":true,""high_school_mathematics"":false,""elementary_mathematics"":false}"
elementary_mathematics,B,B,B,B,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""6/7""],""high_school_mathematics"":[""27/50"",""22/51"",""3 / 5""],""college_mathematics"":[""22/50"",""26/50"",""2/6""]}","{""college_mathematics"":true,""high_school_mathematics"":false,""elementary_mathematics"":false}"
high_school_mathematics,B,D,B,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""6/7""],""high_school_mathematics"":[""27/50"",""22/51"",""3/6""],""college_mathematics"":[""22/50"",""26/50"",""2/6""]}","{""college_mathematics"":true,""high_school_mathematics"":true,""elementary_mathematics"":false}"
high_school_mathematics,A,A,A,A,False,True,,False,,True,,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""6/7""],""high_school_mathematics"":[""28/51"",""22/51"",""3/6""],""college_mathematics"":[""22/50"",""26/50"",""2/6""]}","{""college_mathematics"":true,""high_school_mathematics"":false,""elementary_mathematics"":false}"
college_mathematics,C,C,C,C,True,False,False,,True,,,You were wrong by yourself on college_mathematics last time. You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""6/7""],""high_school_mathematics"":[""28/51"",""22/51"",""3/6""],""college_mathematics"":[""22/50"",""27/51"",""2/6""]}","{""college_mathematics"":false,""high_school_mathematics"":false,""elementary_mathematics"":false}"
college_mathematics,A,A,A,C,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""6/7""],""high_school_mathematics"":[""28/51"",""22/51"",""3/6""],""college_mathematics"":[""22/50"",""27/52"",""2/6""]}","{""college_mathematics"":false,""high_school_mathematics"":false,""elementary_mathematics"":false}"
elementary_mathematics,B,C,C,C,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""7/8""],""high_school_mathematics"":[""28/51"",""22/51"",""3/6""],""college_mathematics"":[""22/50"",""27/52"",""2/6""]}","{""college_mathematics"":false,""high_school_mathematics"":false,""elementary_mathematics"":false}"
high_school_mathematics,B,B,A,B,False,False,,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""7/8""],""high_school_mathematics"":[""28/51"",""22/51"",""3/7""],""college_mathematics"":[""22/50"",""27/52"",""2/6""]}","{""college_mathematics"":false,""high_school_mathematics"":true,""elementary_mathematics"":false}"
