topic,llm_answer,population_answer,response,label,llm_support_used,human_support_used,LLM_outsourcing_overridden,human_outsourcing_overridden,ai_orch_agreement,human_orch_agreement,self_orch_agreement,recommendation,recommendation_lists,incorrect_answers_by_category
college_mathematics,C,C,C,C,False,False,,,False,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""4 / 5""],""high_school_mathematics"":[""27/50"",""22/50"",""3 / 5""],""college_mathematics"":[""22/50"",""26/50"",""3/6""]}","{""college_mathematics"":false}"
high_school_mathematics,D,C,B,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""4 / 5""],""high_school_mathematics"":[""27/50"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""26/50"",""3/6""]}","{""college_mathematics"":false,""high_school_mathematics"":true}"
college_mathematics,B,A,B,B,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""4 / 5""],""high_school_mathematics"":[""27/50"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""27/51"",""3/6""]}","{""college_mathematics"":false,""high_school_mathematics"":true}"
elementary_mathematics,B,B,B,B,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""5/6""],""high_school_mathematics"":[""27/50"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""27/51"",""3/6""]}","{""college_mathematics"":false,""high_school_mathematics"":true,""elementary_mathematics"":false}"
high_school_mathematics,C,B,A,A,False,True,,True,,True,,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""5/6""],""high_school_mathematics"":[""28/51"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""27/51"",""3/6""]}","{""college_mathematics"":false,""high_school_mathematics"":false,""elementary_mathematics"":false}"
college_mathematics,B,C,A,A,True,False,True,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""5/6""],""high_school_mathematics"":[""28/51"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""28/52"",""3/6""]}","{""college_mathematics"":false,""high_school_mathematics"":false,""elementary_mathematics"":false}"
elementary_mathematics,C,C,C,C,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""6/7""],""high_school_mathematics"":[""28/51"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""28/52"",""3/6""]}","{""college_mathematics"":false,""high_school_mathematics"":false,""elementary_mathematics"":false}"
college_mathematics,B,B,C,B,False,False,,,False,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""6/7""],""high_school_mathematics"":[""28/51"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""28/52"",""3/7""]}","{""college_mathematics"":true,""high_school_mathematics"":false,""elementary_mathematics"":false}"
college_mathematics,D,B,D,D,True,False,False,,True,,,You were wrong by yourself on college_mathematics last time. You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""6/7""],""high_school_mathematics"":[""28/51"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""29/53"",""3/7""]}","{""college_mathematics"":false,""high_school_mathematics"":false,""elementary_mathematics"":false}"
college_mathematics,B,D,B,B,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""6/7""],""high_school_mathematics"":[""28/51"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""30/54"",""3/7""]}","{""college_mathematics"":false,""high_school_mathematics"":false,""elementary_mathematics"":false}"
elementary_mathematics,C,C,C,C,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""7/8""],""high_school_mathematics"":[""28/51"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""30/54"",""3/7""]}","{""college_mathematics"":false,""high_school_mathematics"":false,""elementary_mathematics"":false}"
elementary_mathematics,B,A,A,A,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""8/9""],""high_school_mathematics"":[""28/51"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""30/54"",""3/7""]}","{""college_mathematics"":false,""high_school_mathematics"":false,""elementary_mathematics"":false}"
high_school_mathematics,A,D,D,D,False,False,,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""8/9""],""high_school_mathematics"":[""28/51"",""22/50"",""4/7""],""college_mathematics"":[""22/50"",""30/54"",""3/7""]}","{""college_mathematics"":false,""high_school_mathematics"":false,""elementary_mathematics"":false}"
college_mathematics,B,B,A,A,False,False,,,False,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""8/9""],""high_school_mathematics"":[""28/51"",""22/50"",""4/7""],""college_mathematics"":[""22/50"",""30/54"",""4/8""]}","{""college_mathematics"":false,""high_school_mathematics"":false,""elementary_mathematics"":false}"
high_school_mathematics,D,A,A,A,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""8/9""],""high_school_mathematics"":[""28/51"",""22/50"",""5/8""],""college_mathematics"":[""22/50"",""30/54"",""4/8""]}","{""college_mathematics"":false,""high_school_mathematics"":false,""elementary_mathematics"":false}"
