topic,llm_answer,population_answer,response,label,llm_support_used,human_support_used,LLM_outsourcing_overridden,human_outsourcing_overridden,ai_orch_agreement,human_orch_agreement,self_orch_agreement,recommendation,recommendation_lists,incorrect_answers_by_category
high_school_mathematics,C,B,B,C,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""4 / 5""],""high_school_mathematics"":[""27/50"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""26/50"",""2 / 5""]}","{""high_school_mathematics"":true}"
college_mathematics,B,B,A,A,False,False,,,False,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""4 / 5""],""high_school_mathematics"":[""27/50"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""26/50"",""3/6""]}","{""high_school_mathematics"":true,""college_mathematics"":false}"
college_mathematics,B,B,B,D,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""4 / 5""],""high_school_mathematics"":[""27/50"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""26/51"",""3/6""]}","{""high_school_mathematics"":true,""college_mathematics"":false}"
college_mathematics,D,A,D,A,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""4 / 5""],""high_school_mathematics"":[""27/50"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""26/52"",""3/6""]}","{""high_school_mathematics"":true,""college_mathematics"":false}"
college_mathematics,B,A,A,D,False,True,,False,,,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""4 / 5""],""high_school_mathematics"":[""27/50"",""22/50"",""3/6""],""college_mathematics"":[""22/51"",""26/52"",""3/6""]}","{""high_school_mathematics"":true,""college_mathematics"":false}"
elementary_mathematics,C,C,C,C,False,True,,False,,,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[""41/51"",""31/50"",""4 / 5""],""high_school_mathematics"":[""27/50"",""22/50"",""3/6""],""college_mathematics"":[""22/51"",""26/52"",""3/6""]}","{""high_school_mathematics"":true,""college_mathematics"":false,""elementary_mathematics"":false}"
college_mathematics,C,C,C,C,False,True,,False,,,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[""41/51"",""31/50"",""4 / 5""],""high_school_mathematics"":[""27/50"",""22/50"",""3/6""],""college_mathematics"":[""23/52"",""26/52"",""3/6""]}","{""high_school_mathematics"":true,""college_mathematics"":false,""elementary_mathematics"":false}"
college_mathematics,D,C,C,D,False,True,,False,,,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[""41/51"",""31/50"",""4 / 5""],""high_school_mathematics"":[""27/50"",""22/50"",""3/6""],""college_mathematics"":[""23/53"",""26/52"",""3/6""]}","{""high_school_mathematics"":true,""college_mathematics"":false,""elementary_mathematics"":false}"
high_school_mathematics,C,B,B,C,False,True,,False,,True,,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""31/50"",""4 / 5""],""high_school_mathematics"":[""27/51"",""22/50"",""3/6""],""college_mathematics"":[""23/53"",""26/52"",""3/6""]}","{""high_school_mathematics"":false,""college_mathematics"":false,""elementary_mathematics"":false}"
elementary_mathematics,A,A,A,A,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""32/51"",""4 / 5""],""high_school_mathematics"":[""27/51"",""22/50"",""3/6""],""college_mathematics"":[""23/53"",""26/52"",""3/6""]}","{""high_school_mathematics"":false,""college_mathematics"":false,""elementary_mathematics"":false}"
