topic,llm_answer,population_answer,response,label,llm_support_used,human_support_used,LLM_outsourcing_overridden,human_outsourcing_overridden,ai_orch_agreement,human_orch_agreement,self_orch_agreement,recommendation,recommendation_lists,incorrect_answers_by_category
elementary_mathematics,C,D,C,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""4/6""],""high_school_mathematics"":[""27/50"",""22/50"",""3 / 5""],""college_mathematics"":[""22/50"",""26/50"",""2 / 5""]}","{""elementary_mathematics"":true}"
elementary_mathematics,C,C,C,C,True,False,False,,,False,,You were wrong by yourself on elementary_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""32/51"",""4/6""],""high_school_mathematics"":[""27/50"",""22/50"",""3 / 5""],""college_mathematics"":[""22/50"",""26/50"",""2 / 5""]}","{""elementary_mathematics"":false}"
elementary_mathematics,B,D,B,B,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""33/52"",""4/6""],""high_school_mathematics"":[""27/50"",""22/50"",""3 / 5""],""college_mathematics"":[""22/50"",""26/50"",""2 / 5""]}","{""elementary_mathematics"":false}"
college_mathematics,B,B,B,B,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""33/52"",""4/6""],""high_school_mathematics"":[""27/50"",""22/50"",""3 / 5""],""college_mathematics"":[""22/50"",""27/51"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false}"
high_school_mathematics,D,D,D,D,True,False,False,,,,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""33/52"",""4/6""],""high_school_mathematics"":[""27/50"",""23/51"",""3 / 5""],""college_mathematics"":[""22/50"",""27/51"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
college_mathematics,A,A,A,C,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""33/52"",""4/6""],""high_school_mathematics"":[""27/50"",""23/51"",""3 / 5""],""college_mathematics"":[""22/50"",""27/52"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
elementary_mathematics,D,D,D,D,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""34/53"",""4/6""],""high_school_mathematics"":[""27/50"",""23/51"",""3 / 5""],""college_mathematics"":[""22/50"",""27/52"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
high_school_mathematics,A,A,A,A,True,False,False,,,,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""34/53"",""4/6""],""high_school_mathematics"":[""27/50"",""24/52"",""3 / 5""],""college_mathematics"":[""22/50"",""27/52"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
high_school_mathematics,B,B,B,B,True,False,False,,,,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""34/53"",""4/6""],""high_school_mathematics"":[""27/50"",""25/53"",""3 / 5""],""college_mathematics"":[""22/50"",""27/52"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
college_mathematics,C,D,C,C,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""34/53"",""4/6""],""high_school_mathematics"":[""27/50"",""25/53"",""3 / 5""],""college_mathematics"":[""22/50"",""28/53"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
college_mathematics,B,C,B,B,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""34/53"",""4/6""],""high_school_mathematics"":[""27/50"",""25/53"",""3 / 5""],""college_mathematics"":[""22/50"",""29/54"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
college_mathematics,C,B,C,C,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""34/53"",""4/6""],""high_school_mathematics"":[""27/50"",""25/53"",""3 / 5""],""college_mathematics"":[""22/50"",""30/55"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
high_school_mathematics,B,D,B,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""34/53"",""4/6""],""high_school_mathematics"":[""27/50"",""25/53"",""3/6""],""college_mathematics"":[""22/50"",""30/55"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":true}"
college_mathematics,C,B,C,B,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""34/53"",""4/6""],""high_school_mathematics"":[""27/50"",""25/53"",""3/6""],""college_mathematics"":[""22/50"",""30/56"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":true}"
elementary_mathematics,C,C,C,C,False,False,,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""34/53"",""5/7""],""high_school_mathematics"":[""27/50"",""25/53"",""3/6""],""college_mathematics"":[""22/50"",""30/56"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":true}"
college_mathematics,D,C,D,C,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""34/53"",""5/7""],""high_school_mathematics"":[""27/50"",""25/53"",""3/6""],""college_mathematics"":[""22/50"",""30/57"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":true}"
high_school_mathematics,C,B,B,B,False,True,,False,,True,,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""34/53"",""5/7""],""high_school_mathematics"":[""28/51"",""25/53"",""3/6""],""college_mathematics"":[""22/50"",""30/57"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
elementary_mathematics,C,C,C,C,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""35/54"",""5/7""],""high_school_mathematics"":[""28/51"",""25/53"",""3/6""],""college_mathematics"":[""22/50"",""30/57"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
elementary_mathematics,A,A,A,A,False,False,,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""35/54"",""6/8""],""high_school_mathematics"":[""28/51"",""25/53"",""3/6""],""college_mathematics"":[""22/50"",""30/57"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
elementary_mathematics,B,B,B,B,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""36/55"",""6/8""],""high_school_mathematics"":[""28/51"",""25/53"",""3/6""],""college_mathematics"":[""22/50"",""30/57"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
high_school_mathematics,B,B,B,B,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""36/55"",""6/8""],""high_school_mathematics"":[""28/51"",""26/54"",""3/6""],""college_mathematics"":[""22/50"",""30/57"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
college_mathematics,C,B,C,C,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""36/55"",""6/8""],""high_school_mathematics"":[""28/51"",""26/54"",""3/6""],""college_mathematics"":[""22/50"",""31/58"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
elementary_mathematics,C,A,C,A,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""36/56"",""6/8""],""high_school_mathematics"":[""28/51"",""26/54"",""3/6""],""college_mathematics"":[""22/50"",""31/58"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
college_mathematics,A,A,A,A,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""36/56"",""6/8""],""high_school_mathematics"":[""28/51"",""26/54"",""3/6""],""college_mathematics"":[""22/50"",""32/59"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
elementary_mathematics,B,C,C,C,False,False,,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""36/56"",""7/9""],""high_school_mathematics"":[""28/51"",""26/54"",""3/6""],""college_mathematics"":[""22/50"",""32/59"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
elementary_mathematics,A,A,A,A,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""37/57"",""7/9""],""high_school_mathematics"":[""28/51"",""26/54"",""3/6""],""college_mathematics"":[""22/50"",""32/59"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
college_mathematics,D,D,D,C,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""37/57"",""7/9""],""high_school_mathematics"":[""28/51"",""26/54"",""3/6""],""college_mathematics"":[""22/50"",""32/60"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
high_school_mathematics,B,C,C,C,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""37/57"",""7/9""],""high_school_mathematics"":[""29/52"",""26/54"",""3/6""],""college_mathematics"":[""22/50"",""32/60"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
high_school_mathematics,D,D,C,D,False,False,,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""37/57"",""7/9""],""high_school_mathematics"":[""29/52"",""26/54"",""3/7""],""college_mathematics"":[""22/50"",""32/60"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":true}"
college_mathematics,D,C,D,D,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""37/57"",""7/9""],""high_school_mathematics"":[""29/52"",""26/54"",""3/7""],""college_mathematics"":[""22/50"",""33/61"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":true}"
elementary_mathematics,A,C,B,C,False,False,,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""37/57"",""7/10""],""high_school_mathematics"":[""29/52"",""26/54"",""3/7""],""college_mathematics"":[""22/50"",""33/61"",""2 / 5""]}","{""elementary_mathematics"":true,""college_mathematics"":false,""high_school_mathematics"":true}"
high_school_mathematics,B,D,B,D,True,False,False,,,False,,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""37/57"",""7/10""],""high_school_mathematics"":[""29/52"",""26/55"",""3/7""],""college_mathematics"":[""22/50"",""33/61"",""2 / 5""]}","{""elementary_mathematics"":true,""college_mathematics"":false,""high_school_mathematics"":false}"
elementary_mathematics,D,A,A,A,False,True,,False,,True,,You were wrong by yourself on elementary_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""37/57"",""7/10""],""high_school_mathematics"":[""29/52"",""26/55"",""3/7""],""college_mathematics"":[""22/50"",""33/61"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
college_mathematics,D,D,D,C,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""41/51"",""37/57"",""7/10""],""high_school_mathematics"":[""29/52"",""26/55"",""3/7""],""college_mathematics"":[""22/50"",""33/62"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
college_mathematics,C,B,C,C,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""41/51"",""37/57"",""7/10""],""high_school_mathematics"":[""29/52"",""26/55"",""3/7""],""college_mathematics"":[""22/50"",""34/63"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
high_school_mathematics,C,A,C,C,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""37/57"",""7/10""],""high_school_mathematics"":[""29/52"",""27/56"",""3/7""],""college_mathematics"":[""22/50"",""34/63"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
elementary_mathematics,D,D,D,D,False,False,,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""37/57"",""8/11""],""high_school_mathematics"":[""29/52"",""27/56"",""3/7""],""college_mathematics"":[""22/50"",""34/63"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
elementary_mathematics,B,A,B,A,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""37/58"",""8/11""],""high_school_mathematics"":[""29/52"",""27/56"",""3/7""],""college_mathematics"":[""22/50"",""34/63"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
high_school_mathematics,D,C,D,D,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""37/58"",""8/11""],""high_school_mathematics"":[""29/52"",""28/57"",""3/7""],""college_mathematics"":[""22/50"",""34/63"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
elementary_mathematics,B,B,B,B,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""38/59"",""8/11""],""high_school_mathematics"":[""29/52"",""28/57"",""3/7""],""college_mathematics"":[""22/50"",""34/63"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
elementary_mathematics,B,A,A,A,False,False,,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""38/59"",""9/12""],""high_school_mathematics"":[""29/52"",""28/57"",""3/7""],""college_mathematics"":[""22/50"",""34/63"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
college_mathematics,B,B,B,B,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""41/51"",""38/59"",""9/12""],""high_school_mathematics"":[""29/52"",""28/57"",""3/7""],""college_mathematics"":[""22/50"",""35/64"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
high_school_mathematics,B,A,B,A,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""38/59"",""9/12""],""high_school_mathematics"":[""29/52"",""28/58"",""3/7""],""college_mathematics"":[""22/50"",""35/64"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
college_mathematics,C,A,C,A,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""41/51"",""38/59"",""9/12""],""high_school_mathematics"":[""29/52"",""28/58"",""3/7""],""college_mathematics"":[""22/50"",""35/65"",""2 / 5""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
