topic,llm_answer,population_answer,response,label,llm_support_used,human_support_used,LLM_outsourcing_overridden,human_outsourcing_overridden,ai_orch_agreement,human_orch_agreement,self_orch_agreement,recommendation,recommendation_lists,incorrect_answers_by_category
high_school_mathematics,C,B,C,A,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""4 / 5""],""high_school_mathematics"":[""27/50"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""26/50"",""2 / 5""]}","{""high_school_mathematics"":true}"
elementary_mathematics,C,C,C,C,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""5/6""],""high_school_mathematics"":[""27/50"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""26/50"",""2 / 5""]}","{""high_school_mathematics"":true,""elementary_mathematics"":false}"
high_school_mathematics,C,B,C,C,False,True,,True,,True,,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""5/6""],""high_school_mathematics"":[""28/51"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""26/50"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false}"
college_mathematics,B,A,B,B,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""5/6""],""high_school_mathematics"":[""28/51"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""27/51"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}"
elementary_mathematics,C,A,A,A,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""6/7""],""high_school_mathematics"":[""28/51"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""27/51"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}"
elementary_mathematics,B,B,B,B,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""7/8""],""high_school_mathematics"":[""28/51"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""27/51"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}"
high_school_mathematics,B,D,D,D,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""7/8""],""high_school_mathematics"":[""29/52"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""27/51"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}"
college_mathematics,D,C,D,D,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""7/8""],""high_school_mathematics"":[""29/52"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""28/52"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}"
college_mathematics,B,B,B,D,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""7/8""],""high_school_mathematics"":[""29/52"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""28/53"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}"
college_mathematics,D,B,D,C,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""7/8""],""high_school_mathematics"":[""29/52"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""28/54"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}"
high_school_mathematics,C,D,D,A,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""7/8""],""high_school_mathematics"":[""29/53"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""28/54"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}"
elementary_mathematics,B,A,B,A,True,False,False,,,,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/51"",""7/8""],""high_school_mathematics"":[""29/53"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""28/54"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}"
elementary_mathematics,D,D,D,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/51"",""8/9""],""high_school_mathematics"":[""29/53"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""28/54"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}"
elementary_mathematics,C,C,C,C,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/51"",""9/10""],""high_school_mathematics"":[""29/53"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""28/54"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}"
college_mathematics,A,B,A,B,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/51"",""9/10""],""high_school_mathematics"":[""29/53"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""28/55"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}"
elementary_mathematics,A,A,A,A,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/51"",""10/11""],""high_school_mathematics"":[""29/53"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""28/55"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}"
high_school_mathematics,C,B,B,C,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/51"",""10/11""],""high_school_mathematics"":[""29/54"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""28/55"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}"
high_school_mathematics,A,C,C,A,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/51"",""10/11""],""high_school_mathematics"":[""29/55"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""28/55"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}"
high_school_mathematics,B,B,B,B,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/51"",""10/11""],""high_school_mathematics"":[""29/55"",""23/51"",""3/6""],""college_mathematics"":[""22/50"",""28/55"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}"
