"trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study_id","session_id","condition","rt","url","view_history","response","question_order","value","question","options","llm_answer","population_answer","task","subj_id","label","example_id","variant","main_variant","topic","prompt","0","btn_clicked","score","timeToClick","modelPred","humanCorrect","modelCorrect","interfaceType","modelPredDist","human_support_used","human_support_clicks","llm_support_used","llm_support_clicks","recommendation_lists","incorrect_answers_by_category","recommendation","LLM_outsourcing_overridden","human_outsourcing_overridden","ai_orch_agreement","human_orch_agreement","self_orch_agreement","stimulus"
"pavlovia","0","1194","0.0-0.0","y746dya1xmdh555","59db7128e776fd00015ec895","67b62c430b9240ccd8986e70","67b631ad75880fd42ac94178","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"external-html","1","86753","0.0-1.0","y746dya1xmdh555","59db7128e776fd00015ec895","67b62c430b9240ccd8986e70","67b631ad75880fd42ac94178","4","85406.80000001192","consent.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","2","161821","0.0-2.0-0.0","y746dya1xmdh555","59db7128e776fd00015ec895","67b62c430b9240ccd8986e70","67b631ad75880fd42ac94178","4","75067.90000000596","","[{""page_index"":0,""viewing_time"":21751.90000000596},{""page_index"":1,""viewing_time"":8355.59999999404},{""page_index"":2,""viewing_time"":5741.199999988079},{""page_index"":3,""viewing_time"":9494.5},{""page_index"":4,""viewing_time"":14367.40000000596},{""page_index"":5,""viewing_time"":10359.5},{""page_index"":6,""viewing_time"":1746.199999988079},{""page_index"":7,""viewing_time"":3251.300000011921}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","3","169097","0.0-2.0-1.0","y746dya1xmdh555","59db7128e776fd00015ec895","67b62c430b9240ccd8986e70","67b631ad75880fd42ac94178","4","7274.300000011921","","","{""Q0"":""The answer to a mutliple choice question."",""Q1"":""Clicking on a radio button.""}","[0,1]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","4","188079","0.0-3.0","y746dya1xmdh555","59db7128e776fd00015ec895","67b62c430b9240ccd8986e70","67b631ad75880fd42ac94178","4","18982.100000023842","","[{""page_index"":0,""viewing_time"":18981.90000000596}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"call-function","5","188080","0.0-4.0-0.0","y746dya1xmdh555","59db7128e776fd00015ec895","67b62c430b9240ccd8986e70","67b631ad75880fd42ac94178","4","","","","","","defer","8 + 8 ÷ 2 + 2 =","[""4"",""8"",""10"",""14""]","C","D","modiste","","D","265","algLinUCB_0.9","diff-topics","elementary_mathematics","The following are multiple choice questions about high_school_mathematics.
Colton and his dad bought a gallon of paint that cost $13. They also bought 2 brushes that cost $9 each. What was the total cost, not including tax, of the brushes and the paint they bought?
(A) $22, (B) $24, (C) $31, (D) $35
Answer: C
Solve for y. y – 2 + 3y = 10
(A) 2, (B) 3, (C) 4, (D) 5
Answer: B
Solve 3 over 2 * w = 66.
(A) 33, (B) 44, (C) 88, (D) 99
Answer: B
Write 5.875 as a mixed number or fraction in simplest form.
(A) 5 and 8 over 9, (B) 5 and 7 over 8, (C) 7 over 8, (D) 5 and 87 over 105
Answer: B
Solve the equation 124 = m + 34.
(A) 158, (B) 90, (C) 88, (D) 4,216
Answer: B
Zelma buys p pounds of bananas for 40 cents per pound. She pays the clerk with a twenty-dollar bill. The clerk subtracts the total cost of the bananas from the twenty-dollar bill to determine the amount of change to give Zelma. Which expression represents the amount of change Zelma should receive?
(A) p - 20, (B) 20 - 40p, (C) 20 - 0.40p, (D) 0.40p - 20
Answer: C
Please answer the following question with just the correct option (A, B, C, or D) without any explanation or additional text.
8 + 8 ÷ 2 + 2 =
(A) '4', (B) '8', (C) '10', (D) '14'
Answer:","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","6","200923","0.0-4.0-1.0","y746dya1xmdh555","59db7128e776fd00015ec895","67b62c430b9240ccd8986e70","67b631ad75880fd42ac94178","4","12842.100000023842","","","{""mcAnswer"":""C""}","","","8 + 8 ÷ 2 + 2 =","[""4"",""8"",""10"",""14""]","C","D","modiste","","D","265","algLinUCB_0.9","diff-topics","elementary_mathematics","The following are multiple choice questions about high_school_mathematics.
Colton and his dad bought a gallon of paint that cost $13. They also bought 2 brushes that cost $9 each. What was the total cost, not including tax, of the brushes and the paint they bought?
(A) $22, (B) $24, (C) $31, (D) $35
Answer: C
Solve for y. y – 2 + 3y = 10
(A) 2, (B) 3, (C) 4, (D) 5
Answer: B
Solve 3 over 2 * w = 66.
(A) 33, (B) 44, (C) 88, (D) 99
Answer: B
Write 5.875 as a mixed number or fraction in simplest form.
(A) 5 and 8 over 9, (B) 5 and 7 over 8, (C) 7 over 8, (D) 5 and 87 over 105
Answer: B
Solve the equation 124 = m + 34.
(A) 158, (B) 90, (C) 88, (D) 4,216
Answer: B
Zelma buys p pounds of bananas for 40 cents per pound. She pays the clerk with a twenty-dollar bill. The clerk subtracts the total cost of the bananas from the twenty-dollar bill to determine the amount of change to give Zelma. Which expression represents the amount of change Zelma should receive?
(A) p - 20, (B) 20 - 40p, (C) 20 - 0.40p, (D) 0.40p - 20
Answer: C
Please answer the following question with just the correct option (A, B, C, or D) without any explanation or additional text.
8 + 8 ÷ 2 + 2 =
(A) '4', (B) '8', (C) '10', (D) '14'
Answer:","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","100","-1","C","false","false","defer","[]","false","0","false","0","{""elementary_mathematics"":[""40/50"",""31/50"",""4/6""],""high_school_mathematics"":[""27/50"",""22/50"",""3 / 5""],""college_mathematics"":[""22/50"",""26/50"",""2 / 5""]}","{""elementary_mathematics"":true}","You should attempt this problem by yourself","null","null","null","null","true",""
"image-keyboard-response","7","202429","0.0-4.0-2.0","y746dya1xmdh555","59db7128e776fd00015ec895","67b62c430b9240ccd8986e70","67b631ad75880fd42ac94178","4","null","","","null","","","8 + 8 ÷ 2 + 2 =","[""4"",""8"",""10"",""14""]","C","D","modiste","","D","265","algLinUCB_0.9","diff-topics","elementary_mathematics","The following are multiple choice questions about high_school_mathematics.
Colton and his dad bought a gallon of paint that cost $13. They also bought 2 brushes that cost $9 each. What was the total cost, not including tax, of the brushes and the paint they bought?
(A) $22, (B) $24, (C) $31, (D) $35
Answer: C
Solve for y. y – 2 + 3y = 10
(A) 2, (B) 3, (C) 4, (D) 5
Answer: B
Solve 3 over 2 * w = 66.
(A) 33, (B) 44, (C) 88, (D) 99
Answer: B
Write 5.875 as a mixed number or fraction in simplest form.
(A) 5 and 8 over 9, (B) 5 and 7 over 8, (C) 7 over 8, (D) 5 and 87 over 105
Answer: B
Solve the equation 124 = m + 34.
(A) 158, (B) 90, (C) 88, (D) 4,216
Answer: B
Zelma buys p pounds of bananas for 40 cents per pound. She pays the clerk with a twenty-dollar bill. The clerk subtracts the total cost of the bananas from the twenty-dollar bill to determine the amount of change to give Zelma. Which expression represents the amount of change Zelma should receive?
(A) p - 20, (B) 20 - 40p, (C) 20 - 0.40p, (D) 0.40p - 20
Answer: C
Please answer the following question with just the correct option (A, B, C, or D) without any explanation or additional text.
8 + 8 ÷ 2 + 2 =
(A) '4', (B) '8', (C) '10', (D) '14'
Answer:","","","","","","","","","","","","","","","","","","","","","","feedback_imgs/Incorrect.png"
