"trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study_id","session_id","condition","rt","url","view_history","response","question_order","value","question","options","llm_answer","population_answer","task","subj_id","label","example_id","variant","main_variant","topic","prompt","0","btn_clicked","score","timeToClick","modelPred","humanCorrect","modelCorrect","interfaceType","modelPredDist","human_support_used","human_support_clicks","llm_support_used","llm_support_clicks","recommendation_lists","incorrect_answers_by_category","recommendation","LLM_outsourcing_overridden","human_outsourcing_overridden","ai_orch_agreement","human_orch_agreement","self_orch_agreement","stimulus"
"pavlovia","0","1064","0.0-0.0","nkcuudhu5lbklqn","672ecdbeedfeb33b3b552451","67b62c430b9240ccd8986e70","67b6320b6cff4ed56075bbd0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"external-html","1","17048","0.0-1.0","nkcuudhu5lbklqn","672ecdbeedfeb33b3b552451","67b62c430b9240ccd8986e70","67b6320b6cff4ed56075bbd0","1","15370.20000000298","consent.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","2","175358","0.0-2.0-0.0","nkcuudhu5lbklqn","672ecdbeedfeb33b3b552451","67b62c430b9240ccd8986e70","67b6320b6cff4ed56075bbd0","1","158308.59999999404","","[{""page_index"":0,""viewing_time"":10186.39999999106},{""page_index"":1,""viewing_time"":5276.70000000298},{""page_index"":2,""viewing_time"":2994},{""page_index"":1,""viewing_time"":35462.70000000298},{""page_index"":2,""viewing_time"":17171.09999999404},{""page_index"":3,""viewing_time"":25617.80000001192},{""page_index"":4,""viewing_time"":16372.59999999404},{""page_index"":5,""viewing_time"":24980.09999999404},{""page_index"":6,""viewing_time"":2321.5},{""page_index"":7,""viewing_time"":17925.20000000298}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","3","198984","0.0-2.0-1.0","nkcuudhu5lbklqn","672ecdbeedfeb33b3b552451","67b62c430b9240ccd8986e70","67b6320b6cff4ed56075bbd0","1","23623.59999999404","","","{""Q0"":""The answer to a mutliple choice question."",""Q1"":""Typing in a text box.""}","[0,1]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","4","218857","0.0-2.1-0.1","nkcuudhu5lbklqn","672ecdbeedfeb33b3b552451","67b62c430b9240ccd8986e70","67b6320b6cff4ed56075bbd0","1","19871.09999999404","","[{""page_index"":0,""viewing_time"":2865.5999999940395},{""page_index"":1,""viewing_time"":3851.7999999970198},{""page_index"":2,""viewing_time"":2558.2000000029802},{""page_index"":3,""viewing_time"":2008.1000000089407},{""page_index"":4,""viewing_time"":2091.199999988079},{""page_index"":5,""viewing_time"":2808.4000000059605},{""page_index"":6,""viewing_time"":1649.9000000059605},{""page_index"":7,""viewing_time"":2037.5999999940395}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","5","242505","0.0-2.1-1.1","nkcuudhu5lbklqn","672ecdbeedfeb33b3b552451","67b62c430b9240ccd8986e70","67b6320b6cff4ed56075bbd0","1","23646.70000000298","","","{""Q0"":""The answer to a mutliple choice question."",""Q1"":""Selecting from a dropdown menu.""}","[0,1]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","6","293077","0.0-2.2-0.2","nkcuudhu5lbklqn","672ecdbeedfeb33b3b552451","67b62c430b9240ccd8986e70","67b6320b6cff4ed56075bbd0","1","50570.5","","[{""page_index"":0,""viewing_time"":21819.5},{""page_index"":1,""viewing_time"":10842.29999999702},{""page_index"":2,""viewing_time"":12419.39999999106},{""page_index"":3,""viewing_time"":2045},{""page_index"":4,""viewing_time"":866.1000000089407},{""page_index"":5,""viewing_time"":648.7000000029802},{""page_index"":6,""viewing_time"":1310.7999999970198},{""page_index"":7,""viewing_time"":618.3999999910593}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","7","300940","0.0-2.2-1.2","nkcuudhu5lbklqn","672ecdbeedfeb33b3b552451","67b62c430b9240ccd8986e70","67b6320b6cff4ed56075bbd0","1","7861.5999999940395","","","{""Q0"":""The answer to a mutliple choice question."",""Q1"":""Clicking on a radio button.""}","[0,1]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","8","333646","0.0-3.0","nkcuudhu5lbklqn","672ecdbeedfeb33b3b552451","67b62c430b9240ccd8986e70","67b6320b6cff4ed56075bbd0","1","32704.5","","[{""page_index"":0,""viewing_time"":32704}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"call-function","9","333647","0.0-4.0-0.0","nkcuudhu5lbklqn","672ecdbeedfeb33b3b552451","67b62c430b9240ccd8986e70","67b6320b6cff4ed56075bbd0","1","","","","","","defer","What is the smallest positive integer with factors of 16, 15, and 12?","[""240"",""120"",""60"",""111""]","C","A","modiste","","A","77","algLinUCB_0.9","diff-topics","high_school_mathematics","The following are multiple choice questions about high_school_mathematics.
Colton and his dad bought a gallon of paint that cost $13. They also bought 2 brushes that cost $9 each. What was the total cost, not including tax, of the brushes and the paint they bought?
(A) $22, (B) $24, (C) $31, (D) $35
Answer: C
Solve for y. y – 2 + 3y = 10
(A) 2, (B) 3, (C) 4, (D) 5
Answer: B
Solve 3 over 2 * w = 66.
(A) 33, (B) 44, (C) 88, (D) 99
Answer: B
Write 5.875 as a mixed number or fraction in simplest form.
(A) 5 and 8 over 9, (B) 5 and 7 over 8, (C) 7 over 8, (D) 5 and 87 over 105
Answer: B
Solve the equation 124 = m + 34.
(A) 158, (B) 90, (C) 88, (D) 4,216
Answer: B
Zelma buys p pounds of bananas for 40 cents per pound. She pays the clerk with a twenty-dollar bill. The clerk subtracts the total cost of the bananas from the twenty-dollar bill to determine the amount of change to give Zelma. Which expression represents the amount of change Zelma should receive?
(A) p - 20, (B) 20 - 40p, (C) 20 - 0.40p, (D) 0.40p - 20
Answer: C
Please answer the following question with just the correct option (A, B, C, or D) without any explanation or additional text.
What is the smallest positive integer with factors of 16, 15, and 12?
(A) '12', (B) '22', (C) '840', (D) '240'
Answer:","","","","","","","","","","","","","","","","","","","","","",""
