"trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study_id","session_id","condition","rt","url","view_history","response","question_order","value","question","options","llm_answer","population_answer","task","subj_id","label","example_id","variant","main_variant","topic","prompt","0","btn_clicked","score","timeToClick","modelPred","humanCorrect","modelCorrect","interfaceType","modelPredDist","human_support_used","human_support_clicks","llm_support_used","llm_support_clicks","recommendation_lists","incorrect_answers_by_category","recommendation","LLM_outsourcing_overridden","human_outsourcing_overridden","ai_orch_agreement","human_orch_agreement","self_orch_agreement","stimulus"
"pavlovia","0","2978","0.0-0.0","my9o4yokqh4jlbv","65cb7d52b59b7dd58392e0ba","67b62c430b9240ccd8986e70","67b647045c318b0897589a97","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"external-html","1","74281","0.0-1.0","my9o4yokqh4jlbv","65cb7d52b59b7dd58392e0ba","67b62c430b9240ccd8986e70","67b647045c318b0897589a97","0","70896.40000009537","consent.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","2","173184","0.0-2.0-0.0","my9o4yokqh4jlbv","65cb7d52b59b7dd58392e0ba","67b62c430b9240ccd8986e70","67b647045c318b0897589a97","0","98901.5","","[{""page_index"":0,""viewing_time"":11935.100000143051},{""page_index"":1,""viewing_time"":12952.899999856949},{""page_index"":0,""viewing_time"":3683.300000190735},{""page_index"":1,""viewing_time"":17101.5},{""page_index"":2,""viewing_time"":8465.399999856949},{""page_index"":3,""viewing_time"":13864},{""page_index"":4,""viewing_time"":10695.900000095367},{""page_index"":5,""viewing_time"":11028.700000047684},{""page_index"":6,""viewing_time"":1963.5},{""page_index"":7,""viewing_time"":7210}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","3","188713","0.0-2.0-1.0","my9o4yokqh4jlbv","65cb7d52b59b7dd58392e0ba","67b62c430b9240ccd8986e70","67b647045c318b0897589a97","0","15522.299999952316","","","{""Q0"":""The answer to a mutliple choice question."",""Q1"":""Clicking on a radio button.""}","[0,1]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","4","215992","0.0-3.0","my9o4yokqh4jlbv","65cb7d52b59b7dd58392e0ba","67b62c430b9240ccd8986e70","67b647045c318b0897589a97","0","27276.799999952316","","[{""page_index"":0,""viewing_time"":27276.200000047684}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"call-function","5","215994","0.0-4.0-0.0","my9o4yokqh4jlbv","65cb7d52b59b7dd58392e0ba","67b62c430b9240ccd8986e70","67b647045c318b0897589a97","0","","","","","","defer","The variable x varies directly as the square of y, and y varies directly as the cube of z. If x equals -16 when z equals 2, what is the value of x when z equals 1/2?","[""-1"",""16"",""-1/256"",""1/16""]","C","C","modiste","","C","2","algLinUCB_0.9","diff-topics","high_school_mathematics","The following are multiple choice questions about high_school_mathematics.
Colton and his dad bought a gallon of paint that cost $13. They also bought 2 brushes that cost $9 each. What was the total cost, not including tax, of the brushes and the paint they bought?
(A) $22, (B) $24, (C) $31, (D) $35
Answer: C
Solve for y. y – 2 + 3y = 10
(A) 2, (B) 3, (C) 4, (D) 5
Answer: B
Solve 3 over 2 * w = 66.
(A) 33, (B) 44, (C) 88, (D) 99
Answer: B
Write 5.875 as a mixed number or fraction in simplest form.
(A) 5 and 8 over 9, (B) 5 and 7 over 8, (C) 7 over 8, (D) 5 and 87 over 105
Answer: B
Solve the equation 124 = m + 34.
(A) 158, (B) 90, (C) 88, (D) 4,216
Answer: B
Zelma buys p pounds of bananas for 40 cents per pound. She pays the clerk with a twenty-dollar bill. The clerk subtracts the total cost of the bananas from the twenty-dollar bill to determine the amount of change to give Zelma. Which expression represents the amount of change Zelma should receive?
(A) p - 20, (B) 20 - 40p, (C) 20 - 0.40p, (D) 0.40p - 20
Answer: C
Please answer the following question with just the correct option (A, B, C, or D) without any explanation or additional text.
The variable x varies directly as the square of y, and y varies directly as the cube of z. If x equals -16 when z equals 2, what is the value of x when z equals 1/2?
(A) '-1', (B) '16', (C) '-1/256', (D) '1/16'
Answer:","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","6","379964","0.0-4.0-1.0","my9o4yokqh4jlbv","65cb7d52b59b7dd58392e0ba","67b62c430b9240ccd8986e70","67b647045c318b0897589a97","0","163963.79999995232","","","{""mcAnswer"":""C""}","","","The variable x varies directly as the square of y, and y varies directly as the cube of z. If x equals -16 when z equals 2, what is the value of x when z equals 1/2?","[""-1"",""16"",""-1/256"",""1/16""]","C","C","modiste","","C","2","algLinUCB_0.9","diff-topics","high_school_mathematics","The following are multiple choice questions about high_school_mathematics.
Colton and his dad bought a gallon of paint that cost $13. They also bought 2 brushes that cost $9 each. What was the total cost, not including tax, of the brushes and the paint they bought?
(A) $22, (B) $24, (C) $31, (D) $35
Answer: C
Solve for y. y – 2 + 3y = 10
(A) 2, (B) 3, (C) 4, (D) 5
Answer: B
Solve 3 over 2 * w = 66.
(A) 33, (B) 44, (C) 88, (D) 99
Answer: B
Write 5.875 as a mixed number or fraction in simplest form.
(A) 5 and 8 over 9, (B) 5 and 7 over 8, (C) 7 over 8, (D) 5 and 87 over 105
Answer: B
Solve the equation 124 = m + 34.
(A) 158, (B) 90, (C) 88, (D) 4,216
Answer: B
Zelma buys p pounds of bananas for 40 cents per pound. She pays the clerk with a twenty-dollar bill. The clerk subtracts the total cost of the bananas from the twenty-dollar bill to determine the amount of change to give Zelma. Which expression represents the amount of change Zelma should receive?
(A) p - 20, (B) 20 - 40p, (C) 20 - 0.40p, (D) 0.40p - 20
Answer: C
Please answer the following question with just the correct option (A, B, C, or D) without any explanation or additional text.
The variable x varies directly as the square of y, and y varies directly as the cube of z. If x equals -16 when z equals 2, what is the value of x when z equals 1/2?
(A) '-1', (B) '16', (C) '-1/256', (D) '1/16'
Answer:","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","110","-1","C","true","true","defer","[]","false","0","false","0","{""elementary_mathematics"":[""40/50"",""31/50"",""4 / 5""],""high_school_mathematics"":[""27/50"",""22/50"",""4/6""],""college_mathematics"":[""22/50"",""26/50"",""2 / 5""]}","{""high_school_mathematics"":false}","You should attempt this problem by yourself","null","null","null","null","true",""
"image-keyboard-response","7","381484","0.0-4.0-2.0","my9o4yokqh4jlbv","65cb7d52b59b7dd58392e0ba","67b62c430b9240ccd8986e70","67b647045c318b0897589a97","0","null","","","null","","","The variable x varies directly as the square of y, and y varies directly as the cube of z. If x equals -16 when z equals 2, what is the value of x when z equals 1/2?","[""-1"",""16"",""-1/256"",""1/16""]","C","C","modiste","","C","2","algLinUCB_0.9","diff-topics","high_school_mathematics","The following are multiple choice questions about high_school_mathematics.
Colton and his dad bought a gallon of paint that cost $13. They also bought 2 brushes that cost $9 each. What was the total cost, not including tax, of the brushes and the paint they bought?
(A) $22, (B) $24, (C) $31, (D) $35
Answer: C
Solve for y. y – 2 + 3y = 10
(A) 2, (B) 3, (C) 4, (D) 5
Answer: B
Solve 3 over 2 * w = 66.
(A) 33, (B) 44, (C) 88, (D) 99
Answer: B
Write 5.875 as a mixed number or fraction in simplest form.
(A) 5 and 8 over 9, (B) 5 and 7 over 8, (C) 7 over 8, (D) 5 and 87 over 105
Answer: B
Solve the equation 124 = m + 34.
(A) 158, (B) 90, (C) 88, (D) 4,216
Answer: B
Zelma buys p pounds of bananas for 40 cents per pound. She pays the clerk with a twenty-dollar bill. The clerk subtracts the total cost of the bananas from the twenty-dollar bill to determine the amount of change to give Zelma. Which expression represents the amount of change Zelma should receive?
(A) p - 20, (B) 20 - 40p, (C) 20 - 0.40p, (D) 0.40p - 20
Answer: C
Please answer the following question with just the correct option (A, B, C, or D) without any explanation or additional text.
The variable x varies directly as the square of y, and y varies directly as the cube of z. If x equals -16 when z equals 2, what is the value of x when z equals 1/2?
(A) '-1', (B) '16', (C) '-1/256', (D) '1/16'
Answer:","","","","","","","","","","","","","","","","","","","","","","feedback_imgs/Correct.png"
"call-function","8","381485","0.0-4.0-0.1","my9o4yokqh4jlbv","65cb7d52b59b7dd58392e0ba","67b62c430b9240ccd8986e70","67b647045c318b0897589a97","0","","","","","","defer","Write 1 and 1 over 11 as a whole or mixed number in simplest form.","[""1.1 over 11"",""11 over 11"",""12 over 11"",""11 over 12""]","C","C","modiste","","C","26","algLinUCB_0.9","diff-topics","elementary_mathematics","The following are multiple choice questions about high_school_mathematics.
Colton and his dad bought a gallon of paint that cost $13. They also bought 2 brushes that cost $9 each. What was the total cost, not including tax, of the brushes and the paint they bought?
(A) $22, (B) $24, (C) $31, (D) $35
Answer: C
Solve for y. y – 2 + 3y = 10
(A) 2, (B) 3, (C) 4, (D) 5
Answer: B
Solve 3 over 2 * w = 66.
(A) 33, (B) 44, (C) 88, (D) 99
Answer: B
Write 5.875 as a mixed number or fraction in simplest form.
(A) 5 and 8 over 9, (B) 5 and 7 over 8, (C) 7 over 8, (D) 5 and 87 over 105
Answer: B
Solve the equation 124 = m + 34.
(A) 158, (B) 90, (C) 88, (D) 4,216
Answer: B
Zelma buys p pounds of bananas for 40 cents per pound. She pays the clerk with a twenty-dollar bill. The clerk subtracts the total cost of the bananas from the twenty-dollar bill to determine the amount of change to give Zelma. Which expression represents the amount of change Zelma should receive?
(A) p - 20, (B) 20 - 40p, (C) 20 - 0.40p, (D) 0.40p - 20
Answer: C
Please answer the following question with just the correct option (A, B, C, or D) without any explanation or additional text.
Write 1 and 1 over 11 as a whole or mixed number in simplest form.
(A) '1.1 over 11', (B) '11 over 11', (C) '12 over 11', (D) '11 over 12'
Answer:","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","9","467516","0.0-4.0-1.1","my9o4yokqh4jlbv","65cb7d52b59b7dd58392e0ba","67b62c430b9240ccd8986e70","67b647045c318b0897589a97","0","86026.10000014305","","","{""mcAnswer"":""A""}","","","Write 1 and 1 over 11 as a whole or mixed number in simplest form.","[""1.1 over 11"",""11 over 11"",""12 over 11"",""11 over 12""]","C","C","modiste","","C","26","algLinUCB_0.9","diff-topics","elementary_mathematics","The following are multiple choice questions about high_school_mathematics.
Colton and his dad bought a gallon of paint that cost $13. They also bought 2 brushes that cost $9 each. What was the total cost, not including tax, of the brushes and the paint they bought?
(A) $22, (B) $24, (C) $31, (D) $35
Answer: C
Solve for y. y – 2 + 3y = 10
(A) 2, (B) 3, (C) 4, (D) 5
Answer: B
Solve 3 over 2 * w = 66.
(A) 33, (B) 44, (C) 88, (D) 99
Answer: B
Write 5.875 as a mixed number or fraction in simplest form.
(A) 5 and 8 over 9, (B) 5 and 7 over 8, (C) 7 over 8, (D) 5 and 87 over 105
Answer: B
Solve the equation 124 = m + 34.
(A) 158, (B) 90, (C) 88, (D) 4,216
Answer: B
Zelma buys p pounds of bananas for 40 cents per pound. She pays the clerk with a twenty-dollar bill. The clerk subtracts the total cost of the bananas from the twenty-dollar bill to determine the amount of change to give Zelma. Which expression represents the amount of change Zelma should receive?
(A) p - 20, (B) 20 - 40p, (C) 20 - 0.40p, (D) 0.40p - 20
Answer: C
Please answer the following question with just the correct option (A, B, C, or D) without any explanation or additional text.
Write 1 and 1 over 11 as a whole or mixed number in simplest form.
(A) '1.1 over 11', (B) '11 over 11', (C) '12 over 11', (D) '11 over 12'
Answer:","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","110","-1","C","false","true","defer","[]","false","0","false","0","{""elementary_mathematics"":[""40/50"",""31/50"",""4/6""],""high_school_mathematics"":[""27/50"",""22/50"",""4/6""],""college_mathematics"":[""22/50"",""26/50"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":true}","You should attempt this problem by yourself","null","null","null","null","true",""
"image-keyboard-response","10","469030","0.0-4.0-2.1","my9o4yokqh4jlbv","65cb7d52b59b7dd58392e0ba","67b62c430b9240ccd8986e70","67b647045c318b0897589a97","0","null","","","null","","","Write 1 and 1 over 11 as a whole or mixed number in simplest form.","[""1.1 over 11"",""11 over 11"",""12 over 11"",""11 over 12""]","C","C","modiste","","C","26","algLinUCB_0.9","diff-topics","elementary_mathematics","The following are multiple choice questions about high_school_mathematics.
Colton and his dad bought a gallon of paint that cost $13. They also bought 2 brushes that cost $9 each. What was the total cost, not including tax, of the brushes and the paint they bought?
(A) $22, (B) $24, (C) $31, (D) $35
Answer: C
Solve for y. y – 2 + 3y = 10
(A) 2, (B) 3, (C) 4, (D) 5
Answer: B
Solve 3 over 2 * w = 66.
(A) 33, (B) 44, (C) 88, (D) 99
Answer: B
Write 5.875 as a mixed number or fraction in simplest form.
(A) 5 and 8 over 9, (B) 5 and 7 over 8, (C) 7 over 8, (D) 5 and 87 over 105
Answer: B
Solve the equation 124 = m + 34.
(A) 158, (B) 90, (C) 88, (D) 4,216
Answer: B
Zelma buys p pounds of bananas for 40 cents per pound. She pays the clerk with a twenty-dollar bill. The clerk subtracts the total cost of the bananas from the twenty-dollar bill to determine the amount of change to give Zelma. Which expression represents the amount of change Zelma should receive?
(A) p - 20, (B) 20 - 40p, (C) 20 - 0.40p, (D) 0.40p - 20
Answer: C
Please answer the following question with just the correct option (A, B, C, or D) without any explanation or additional text.
Write 1 and 1 over 11 as a whole or mixed number in simplest form.
(A) '1.1 over 11', (B) '11 over 11', (C) '12 over 11', (D) '11 over 12'
Answer:","","","","","","","","","","","","","","","","","","","","","","feedback_imgs/Incorrect.png"
