"trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study_id","session_id","condition","rt","url","view_history","response","question_order","value","question","options","llm_answer","population_answer","task","subj_id","label","example_id","variant","main_variant","topic","prompt","0","btn_clicked","score","timeToClick","modelPred","humanCorrect","modelCorrect","interfaceType","modelPredDist","human_support_used","human_support_clicks","llm_support_used","llm_support_clicks","recommendation_lists","incorrect_answers_by_category","recommendation","LLM_outsourcing_overridden","human_outsourcing_overridden","ai_orch_agreement","human_orch_agreement","self_orch_agreement","stimulus"
"pavlovia","0","1208","0.0-0.0","dgt36f2quvomc98","66ea708303a080b84cc628a1","67b62c430b9240ccd8986e70","67b6319d1f9f0ea901ba7e7c","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"external-html","1","69929","0.0-1.0","dgt36f2quvomc98","66ea708303a080b84cc628a1","67b62c430b9240ccd8986e70","67b6319d1f9f0ea901ba7e7c","3","68542.19999998808","consent.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","2","3018595","0.0-2.0-0.0","dgt36f2quvomc98","66ea708303a080b84cc628a1","67b62c430b9240ccd8986e70","67b6319d1f9f0ea901ba7e7c","3","2948644.900000006","","[{""page_index"":0,""viewing_time"":2648936.900000006},{""page_index"":1,""viewing_time"":253641},{""page_index"":2,""viewing_time"":5449.800000011921},{""page_index"":3,""viewing_time"":7783.0999999940395},{""page_index"":4,""viewing_time"":2900.0999999940395},{""page_index"":5,""viewing_time"":25450.40000000596},{""page_index"":6,""viewing_time"":1583.5999999940395},{""page_index"":7,""viewing_time"":2899.5999999940395}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","3","3043928","0.0-2.0-1.0","dgt36f2quvomc98","66ea708303a080b84cc628a1","67b62c430b9240ccd8986e70","67b6319d1f9f0ea901ba7e7c","3","25329.20000001788","","","{""Q0"":""The answer to a mutliple choice question."",""Q1"":""Typing in a text box.""}","[0,1]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","4","3095713","0.0-2.1-0.1","dgt36f2quvomc98","66ea708303a080b84cc628a1","67b62c430b9240ccd8986e70","67b6319d1f9f0ea901ba7e7c","3","51782.80000001192","","[{""page_index"":0,""viewing_time"":10332.800000011921},{""page_index"":1,""viewing_time"":6448.799999982119},{""page_index"":2,""viewing_time"":10650.40000000596},{""page_index"":3,""viewing_time"":16066.59999999404},{""page_index"":4,""viewing_time"":2583.600000023842},{""page_index"":5,""viewing_time"":3463.5999999940395},{""page_index"":6,""viewing_time"":1036.5},{""page_index"":7,""viewing_time"":1200.199999988079}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","5","3098748","0.0-2.1-1.1","dgt36f2quvomc98","66ea708303a080b84cc628a1","67b62c430b9240ccd8986e70","67b6319d1f9f0ea901ba7e7c","3","3032.199999988079","","","{""Q0"":""The answer to a mutliple choice question."",""Q1"":""Clicking on a radio button.""}","[0,1]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","6","3136780","0.0-3.0","dgt36f2quvomc98","66ea708303a080b84cc628a1","67b62c430b9240ccd8986e70","67b6319d1f9f0ea901ba7e7c","3","38030.40000000596","","[{""page_index"":0,""viewing_time"":38030.09999999404}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"call-function","7","3136782","0.0-4.0-0.0","dgt36f2quvomc98","66ea708303a080b84cc628a1","67b62c430b9240ccd8986e70","67b6319d1f9f0ea901ba7e7c","3","","","","","","defer","There are 31 days in the month of January. Michelle did 45 push-ups each day of the month. She used the expression below to find the number of push-ups she did in January. 31 × 45 How many push-ups did Michelle do in the month of January?","[""125 push-ups"",""279 push-ups"",""1,395 push-ups"",""1,406 push-ups""]","C","C","modiste","","C","202","algLinUCB_0.9","diff-topics","elementary_mathematics","The following are multiple choice questions about high_school_mathematics.
Colton and his dad bought a gallon of paint that cost $13. They also bought 2 brushes that cost $9 each. What was the total cost, not including tax, of the brushes and the paint they bought?
(A) $22, (B) $24, (C) $31, (D) $35
Answer: C
Solve for y. y – 2 + 3y = 10
(A) 2, (B) 3, (C) 4, (D) 5
Answer: B
Solve 3 over 2 * w = 66.
(A) 33, (B) 44, (C) 88, (D) 99
Answer: B
Write 5.875 as a mixed number or fraction in simplest form.
(A) 5 and 8 over 9, (B) 5 and 7 over 8, (C) 7 over 8, (D) 5 and 87 over 105
Answer: B
Solve the equation 124 = m + 34.
(A) 158, (B) 90, (C) 88, (D) 4,216
Answer: B
Zelma buys p pounds of bananas for 40 cents per pound. She pays the clerk with a twenty-dollar bill. The clerk subtracts the total cost of the bananas from the twenty-dollar bill to determine the amount of change to give Zelma. Which expression represents the amount of change Zelma should receive?
(A) p - 20, (B) 20 - 40p, (C) 20 - 0.40p, (D) 0.40p - 20
Answer: C
Please answer the following question with just the correct option (A, B, C, or D) without any explanation or additional text.
There are 31 days in the month of January. Michelle did 45 push-ups each day of the month. She used the expression below to find the number of push-ups she did in January. 31 × 45 How many push-ups did Michelle do in the month of January?
(A) '125 push-ups', (B) '279 push-ups', (C) '1,395 push-ups', (D) '1,406 push-ups'
Answer:","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","8","3228150","0.0-4.0-1.0","dgt36f2quvomc98","66ea708303a080b84cc628a1","67b62c430b9240ccd8986e70","67b6319d1f9f0ea901ba7e7c","3","91358.80000001192","","","{""mcAnswer"":""C""}","","","There are 31 days in the month of January. Michelle did 45 push-ups each day of the month. She used the expression below to find the number of push-ups she did in January. 31 × 45 How many push-ups did Michelle do in the month of January?","[""125 push-ups"",""279 push-ups"",""1,395 push-ups"",""1,406 push-ups""]","C","C","modiste","","C","202","algLinUCB_0.9","diff-topics","elementary_mathematics","The following are multiple choice questions about high_school_mathematics.
Colton and his dad bought a gallon of paint that cost $13. They also bought 2 brushes that cost $9 each. What was the total cost, not including tax, of the brushes and the paint they bought?
(A) $22, (B) $24, (C) $31, (D) $35
Answer: C
Solve for y. y – 2 + 3y = 10
(A) 2, (B) 3, (C) 4, (D) 5
Answer: B
Solve 3 over 2 * w = 66.
(A) 33, (B) 44, (C) 88, (D) 99
Answer: B
Write 5.875 as a mixed number or fraction in simplest form.
(A) 5 and 8 over 9, (B) 5 and 7 over 8, (C) 7 over 8, (D) 5 and 87 over 105
Answer: B
Solve the equation 124 = m + 34.
(A) 158, (B) 90, (C) 88, (D) 4,216
Answer: B
Zelma buys p pounds of bananas for 40 cents per pound. She pays the clerk with a twenty-dollar bill. The clerk subtracts the total cost of the bananas from the twenty-dollar bill to determine the amount of change to give Zelma. Which expression represents the amount of change Zelma should receive?
(A) p - 20, (B) 20 - 40p, (C) 20 - 0.40p, (D) 0.40p - 20
Answer: C
Please answer the following question with just the correct option (A, B, C, or D) without any explanation or additional text.
There are 31 days in the month of January. Michelle did 45 push-ups each day of the month. She used the expression below to find the number of push-ups she did in January. 31 × 45 How many push-ups did Michelle do in the month of January?
(A) '125 push-ups', (B) '279 push-ups', (C) '1,395 push-ups', (D) '1,406 push-ups'
Answer:","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","","","","","","",""
