"trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study_id","session_id","condition","rt","url","view_history","response","question_order","value","question","options","llm_answer","population_answer","task","subj_id","label","example_id","variant","main_variant","topic","prompt","0","btn_clicked","score","timeToClick","modelPred","humanCorrect","modelCorrect","interfaceType","modelPredDist","human_support_used","human_support_clicks","llm_support_used","llm_support_clicks","recommendation_lists","incorrect_answers_by_category","recommendation","LLM_outsourcing_overridden","human_outsourcing_overridden","ai_orch_agreement","human_orch_agreement","self_orch_agreement","stimulus"
"pavlovia","0","1015","0.0-0.0","l53jgehrslhjz1h","5b16d24d388d8b00014fa6e6","67b62c430b9240ccd8986e70","67b631b38ff53dc7318c2ce0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"external-html","1","2643431","0.0-1.0","l53jgehrslhjz1h","5b16d24d388d8b00014fa6e6","67b62c430b9240ccd8986e70","67b631b38ff53dc7318c2ce0","0","2642293.5","consent.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","2","3909728","0.0-2.0-0.0","l53jgehrslhjz1h","5b16d24d388d8b00014fa6e6","67b62c430b9240ccd8986e70","67b631b38ff53dc7318c2ce0","0","1266299.400000006","","[{""page_index"":0,""viewing_time"":245978.70000001788},{""page_index"":1,""viewing_time"":2364.7999999821186},{""page_index"":2,""viewing_time"":4094.5},{""page_index"":3,""viewing_time"":1004274.7000000179},{""page_index"":4,""viewing_time"":2588},{""page_index"":5,""viewing_time"":4715.799999982119},{""page_index"":6,""viewing_time"":1236},{""page_index"":7,""viewing_time"":1045.9000000059605}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","3","3917433","0.0-2.0-1.0","l53jgehrslhjz1h","5b16d24d388d8b00014fa6e6","67b62c430b9240ccd8986e70","67b631b38ff53dc7318c2ce0","0","7701.4000000059605","","","{""Q0"":""The answer to a mutliple choice question."",""Q1"":""Clicking on a radio button.""}","[0,1]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","4","3923069","0.0-3.0","l53jgehrslhjz1h","5b16d24d388d8b00014fa6e6","67b62c430b9240ccd8986e70","67b631b38ff53dc7318c2ce0","0","5635.199999988079","","[{""page_index"":0,""viewing_time"":5634.9000000059605}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"call-function","5","3923071","0.0-4.0-0.0","l53jgehrslhjz1h","5b16d24d388d8b00014fa6e6","67b62c430b9240ccd8986e70","67b631b38ff53dc7318c2ce0","0","","","","","","defer","What is the value of p in 24 = 2p?","[""p = 4"",""p = 8"",""p = 12"",""p = 24""]","B","C","modiste","","C","20","algLinUCB_0.9","diff-topics","elementary_mathematics","The following are multiple choice questions about high_school_mathematics.
Colton and his dad bought a gallon of paint that cost $13. They also bought 2 brushes that cost $9 each. What was the total cost, not including tax, of the brushes and the paint they bought?
(A) $22, (B) $24, (C) $31, (D) $35
Answer: C
Solve for y. y – 2 + 3y = 10
(A) 2, (B) 3, (C) 4, (D) 5
Answer: B
Solve 3 over 2 * w = 66.
(A) 33, (B) 44, (C) 88, (D) 99
Answer: B
Write 5.875 as a mixed number or fraction in simplest form.
(A) 5 and 8 over 9, (B) 5 and 7 over 8, (C) 7 over 8, (D) 5 and 87 over 105
Answer: B
Solve the equation 124 = m + 34.
(A) 158, (B) 90, (C) 88, (D) 4,216
Answer: B
Zelma buys p pounds of bananas for 40 cents per pound. She pays the clerk with a twenty-dollar bill. The clerk subtracts the total cost of the bananas from the twenty-dollar bill to determine the amount of change to give Zelma. Which expression represents the amount of change Zelma should receive?
(A) p - 20, (B) 20 - 40p, (C) 20 - 0.40p, (D) 0.40p - 20
Answer: C
Please answer the following question with just the correct option (A, B, C, or D) without any explanation or additional text.
What is the value of p in 24 = 2p?
(A) 'p = 4', (B) 'p = 8', (C) 'p = 12', (D) 'p = 24'
Answer:","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","6","3934255","0.0-4.0-1.0","l53jgehrslhjz1h","5b16d24d388d8b00014fa6e6","67b62c430b9240ccd8986e70","67b631b38ff53dc7318c2ce0","0","11180","","","{""mcAnswer"":""C""}","","","What is the value of p in 24 = 2p?","[""p = 4"",""p = 8"",""p = 12"",""p = 24""]","B","C","modiste","","C","20","algLinUCB_0.9","diff-topics","elementary_mathematics","The following are multiple choice questions about high_school_mathematics.
Colton and his dad bought a gallon of paint that cost $13. They also bought 2 brushes that cost $9 each. What was the total cost, not including tax, of the brushes and the paint they bought?
(A) $22, (B) $24, (C) $31, (D) $35
Answer: C
Solve for y. y – 2 + 3y = 10
(A) 2, (B) 3, (C) 4, (D) 5
Answer: B
Solve 3 over 2 * w = 66.
(A) 33, (B) 44, (C) 88, (D) 99
Answer: B
Write 5.875 as a mixed number or fraction in simplest form.
(A) 5 and 8 over 9, (B) 5 and 7 over 8, (C) 7 over 8, (D) 5 and 87 over 105
Answer: B
Solve the equation 124 = m + 34.
(A) 158, (B) 90, (C) 88, (D) 4,216
Answer: B
Zelma buys p pounds of bananas for 40 cents per pound. She pays the clerk with a twenty-dollar bill. The clerk subtracts the total cost of the bananas from the twenty-dollar bill to determine the amount of change to give Zelma. Which expression represents the amount of change Zelma should receive?
(A) p - 20, (B) 20 - 40p, (C) 20 - 0.40p, (D) 0.40p - 20
Answer: C
Please answer the following question with just the correct option (A, B, C, or D) without any explanation or additional text.
What is the value of p in 24 = 2p?
(A) 'p = 4', (B) 'p = 8', (C) 'p = 12', (D) 'p = 24'
Answer:","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","110","-1","B","true","false","defer","[]","false","0","false","0","{""elementary_mathematics"":[""40/50"",""31/50"",""5/6""],""high_school_mathematics"":[""27/50"",""22/50"",""3 / 5""],""college_mathematics"":[""22/50"",""26/50"",""2 / 5""]}","{""elementary_mathematics"":false}","You should attempt this problem by yourself","null","null","null","null","true",""
"image-keyboard-response","7","3935761","0.0-4.0-2.0","l53jgehrslhjz1h","5b16d24d388d8b00014fa6e6","67b62c430b9240ccd8986e70","67b631b38ff53dc7318c2ce0","0","null","","","null","","","What is the value of p in 24 = 2p?","[""p = 4"",""p = 8"",""p = 12"",""p = 24""]","B","C","modiste","","C","20","algLinUCB_0.9","diff-topics","elementary_mathematics","The following are multiple choice questions about high_school_mathematics.
Colton and his dad bought a gallon of paint that cost $13. They also bought 2 brushes that cost $9 each. What was the total cost, not including tax, of the brushes and the paint they bought?
(A) $22, (B) $24, (C) $31, (D) $35
Answer: C
Solve for y. y – 2 + 3y = 10
(A) 2, (B) 3, (C) 4, (D) 5
Answer: B
Solve 3 over 2 * w = 66.
(A) 33, (B) 44, (C) 88, (D) 99
Answer: B
Write 5.875 as a mixed number or fraction in simplest form.
(A) 5 and 8 over 9, (B) 5 and 7 over 8, (C) 7 over 8, (D) 5 and 87 over 105
Answer: B
Solve the equation 124 = m + 34.
(A) 158, (B) 90, (C) 88, (D) 4,216
Answer: B
Zelma buys p pounds of bananas for 40 cents per pound. She pays the clerk with a twenty-dollar bill. The clerk subtracts the total cost of the bananas from the twenty-dollar bill to determine the amount of change to give Zelma. Which expression represents the amount of change Zelma should receive?
(A) p - 20, (B) 20 - 40p, (C) 20 - 0.40p, (D) 0.40p - 20
Answer: C
Please answer the following question with just the correct option (A, B, C, or D) without any explanation or additional text.
What is the value of p in 24 = 2p?
(A) 'p = 4', (B) 'p = 8', (C) 'p = 12', (D) 'p = 24'
Answer:","","","","","","","","","","","","","","","","","","","","","","feedback_imgs/Correct.png"
