"trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study_id","session_id","condition","rt","url","view_history","response","question_order","value","question","options","llm_answer","population_answer","task","subj_id","label","example_id","variant","main_variant","topic","prompt","0","btn_clicked","score","timeToClick","modelPred","humanCorrect","modelCorrect","interfaceType","modelPredDist","human_support_used","human_support_clicks","llm_support_used","llm_support_clicks","recommendation_lists","incorrect_answers_by_category","recommendation","LLM_outsourcing_overridden","human_outsourcing_overridden","ai_orch_agreement","human_orch_agreement","self_orch_agreement","stimulus"
"pavlovia","0","715","0.0-0.0","6gcvdqnh6082gj9","671c727b78c1624a723eade1","67b62c430b9240ccd8986e70","67b632b10db5d521b68c10d7","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"external-html","1","39439","0.0-1.0","6gcvdqnh6082gj9","671c727b78c1624a723eade1","67b62c430b9240ccd8986e70","67b632b10db5d521b68c10d7","4","38606","consent.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","2","82832","0.0-2.0-0.0","6gcvdqnh6082gj9","671c727b78c1624a723eade1","67b62c430b9240ccd8986e70","67b632b10db5d521b68c10d7","4","43391.000000000015","","[{""page_index"":0,""viewing_time"":3777},{""page_index"":1,""viewing_time"":1648},{""page_index"":2,""viewing_time"":2618},{""page_index"":3,""viewing_time"":14216},{""page_index"":4,""viewing_time"":9780},{""page_index"":5,""viewing_time"":5002},{""page_index"":6,""viewing_time"":3531},{""page_index"":7,""viewing_time"":2817}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","3","124332","0.0-2.0-1.0","6gcvdqnh6082gj9","671c727b78c1624a723eade1","67b62c430b9240ccd8986e70","67b632b10db5d521b68c10d7","4","41496.000000000015","","","{""Q0"":""The answer to a mutliple choice question."",""Q1"":""Selecting from a dropdown menu.""}","[0,1]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","4","214386","0.0-2.1-0.1","6gcvdqnh6082gj9","671c727b78c1624a723eade1","67b62c430b9240ccd8986e70","67b632b10db5d521b68c10d7","4","90052","","[{""page_index"":0,""viewing_time"":18976},{""page_index"":1,""viewing_time"":22031},{""page_index"":2,""viewing_time"":34546},{""page_index"":3,""viewing_time"":4434},{""page_index"":4,""viewing_time"":2367.000000000029},{""page_index"":5,""viewing_time"":1765.999999999971},{""page_index"":6,""viewing_time"":1185},{""page_index"":7,""viewing_time"":4747}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","5","229977","0.0-2.1-1.1","6gcvdqnh6082gj9","671c727b78c1624a723eade1","67b62c430b9240ccd8986e70","67b632b10db5d521b68c10d7","4","15589","","","{""Q0"":""The least likely answer to a multiple choice question."",""Q1"":""Clicking on a radio button.""}","[0,1]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","6","286649","0.0-2.2-0.2","6gcvdqnh6082gj9","671c727b78c1624a723eade1","67b62c430b9240ccd8986e70","67b632b10db5d521b68c10d7","4","56669","","[{""page_index"":0,""viewing_time"":3556},{""page_index"":1,""viewing_time"":649},{""page_index"":2,""viewing_time"":933},{""page_index"":3,""viewing_time"":1017},{""page_index"":2,""viewing_time"":44580},{""page_index"":3,""viewing_time"":1083},{""page_index"":4,""viewing_time"":1133},{""page_index"":5,""viewing_time"":1167},{""page_index"":6,""viewing_time"":917},{""page_index"":7,""viewing_time"":1634}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","7","304373","0.0-2.2-1.2","6gcvdqnh6082gj9","671c727b78c1624a723eade1","67b62c430b9240ccd8986e70","67b632b10db5d521b68c10d7","4","17722","","","{""Q0"":""The answer to a mutliple choice question."",""Q1"":""Clicking on a radio button.""}","[0,1]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","8","317096","0.0-3.0","6gcvdqnh6082gj9","671c727b78c1624a723eade1","67b62c430b9240ccd8986e70","67b632b10db5d521b68c10d7","4","12720","","[{""page_index"":0,""viewing_time"":12720}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"call-function","9","317098","0.0-4.0-0.0","6gcvdqnh6082gj9","671c727b78c1624a723eade1","67b62c430b9240ccd8986e70","67b632b10db5d521b68c10d7","4","","","","","","defer","Ms. Gutierrez needs to order rope for her gym class of 32 students. Each student will receive a piece of rope that is 5 feet 8 inches long. What is the total length of rope Ms. Gutierrez needs to order for her class?","[""106 feet 8 inches"",""154 feet 8 inches"",""160 feet 8 inches"",""181 feet 4 inches""]","D","D","modiste","","D","275","algLinUCB_0.9","diff-topics","elementary_mathematics","The following are multiple choice questions about high_school_mathematics.
Colton and his dad bought a gallon of paint that cost $13. They also bought 2 brushes that cost $9 each. What was the total cost, not including tax, of the brushes and the paint they bought?
(A) $22, (B) $24, (C) $31, (D) $35
Answer: C
Solve for y. y – 2 + 3y = 10
(A) 2, (B) 3, (C) 4, (D) 5
Answer: B
Solve 3 over 2 * w = 66.
(A) 33, (B) 44, (C) 88, (D) 99
Answer: B
Write 5.875 as a mixed number or fraction in simplest form.
(A) 5 and 8 over 9, (B) 5 and 7 over 8, (C) 7 over 8, (D) 5 and 87 over 105
Answer: B
Solve the equation 124 = m + 34.
(A) 158, (B) 90, (C) 88, (D) 4,216
Answer: B
Zelma buys p pounds of bananas for 40 cents per pound. She pays the clerk with a twenty-dollar bill. The clerk subtracts the total cost of the bananas from the twenty-dollar bill to determine the amount of change to give Zelma. Which expression represents the amount of change Zelma should receive?
(A) p - 20, (B) 20 - 40p, (C) 20 - 0.40p, (D) 0.40p - 20
Answer: C
Please answer the following question with just the correct option (A, B, C, or D) without any explanation or additional text.
Ms. Gutierrez needs to order rope for her gym class of 32 students. Each student will receive a piece of rope that is 5 feet 8 inches long. What is the total length of rope Ms. Gutierrez needs to order for her class?
(A) '106 feet 8 inches', (B) '154 feet 8 inches', (C) '160 feet 8 inches', (D) '181 feet 4 inches'
Answer:","","","","","","","","","","","","","","","","","","","","","",""
