,emb1,emb2,id
0,1.9424703,-0.8843125,high_school_mathematics
1,2.8161325,-1.410758,high_school_mathematics
2,-0.8846688,0.45227307,high_school_mathematics
3,-2.5547628,-0.39407772,high_school_mathematics
4,1.944505,1.9828519,high_school_mathematics
5,1.0938708,-1.0791197,high_school_mathematics
6,0.65758,0.24710275,high_school_mathematics
7,-1.0001742,-1.104241,high_school_mathematics
8,1.9228439,-1.0045365,high_school_mathematics
9,0.17547911,-0.7761356,high_school_mathematics
10,3.8580434,-3.2909636,high_school_mathematics
11,0.90414083,-2.767682,high_school_mathematics
12,-0.5679709,-0.5738129,high_school_mathematics
13,1.2539072,-0.7778242,high_school_mathematics
14,2.9091127,-2.6923175,high_school_mathematics
15,-0.16354448,-0.23694243,high_school_mathematics
16,-0.9950782,-0.2558392,high_school_mathematics
17,-1.4069309,2.3241136,high_school_mathematics
18,2.3774347,2.0190704,high_school_mathematics
19,0.97913396,-1.2700408,high_school_mathematics
20,-0.60096025,1.0975565,elementary_mathematics
21,3.7059507,-0.80568284,elementary_mathematics
22,-0.23966931,2.3693004,elementary_mathematics
23,1.5670704,-4.079386,elementary_mathematics
24,2.2136133,0.0025027785,elementary_mathematics
25,0.09474342,0.7259036,elementary_mathematics
26,-3.0280223,0.9884725,elementary_mathematics
27,-0.29536635,2.4048598,elementary_mathematics
28,-0.38135824,2.2561264,elementary_mathematics
29,-0.26799443,2.39484,elementary_mathematics
30,3.6844149,-0.7424413,elementary_mathematics
31,-1.405974,2.334829,elementary_mathematics
32,3.6348798,-0.686522,elementary_mathematics
33,-2.2059312,1.2463894,elementary_mathematics
34,2.3150766,1.3045056,elementary_mathematics
35,3.0998018,-1.1615041,elementary_mathematics
36,-1.0317844,1.811842,elementary_mathematics
37,3.512348,0.22990505,elementary_mathematics
38,3.6378932,-1.5777309,elementary_mathematics
39,-2.4198332,-2.1611319,elementary_mathematics
40,0.40069026,-1.4128443,college_mathematics
41,2.3638906,-3.4820187,college_mathematics
42,0.8366787,-0.88293695,college_mathematics
43,1.5429348,0.9055532,college_mathematics
44,0.95226604,-3.0869348,college_mathematics
45,1.359903,-1.6167984,college_mathematics
46,1.6938,-0.2646739,college_mathematics
47,0.92468005,-1.0239844,college_mathematics
48,0.23281407,-2.045615,college_mathematics
49,-0.66553754,-2.288934,college_mathematics
50,2.118509,-2.3325405,college_mathematics
51,0.54387647,-0.8584409,college_mathematics
52,0.26581675,-2.7009854,college_mathematics
53,1.2955725,-2.0281107,college_mathematics
54,1.3902755,-0.99380857,college_mathematics
55,-0.19469899,-2.0322828,college_mathematics
56,0.33752224,-2.265723,college_mathematics
57,0.9963161,-0.9395858,college_mathematics
58,-0.0026649365,-1.942021,college_mathematics
59,0.86714995,-2.5050776,college_mathematics
60,2.5300114,-1.498646,high_school_mathematics
61,-0.07956079,0.86300987,high_school_mathematics
62,-1.0603306,-1.1413116,high_school_mathematics
63,-0.39881667,-0.37779346,high_school_mathematics
64,0.20092896,-0.42523947,high_school_mathematics
65,-0.69176733,-0.70152533,high_school_mathematics
66,0.69533086,1.021199,high_school_mathematics
67,2.1910913,-3.2603238,high_school_mathematics
68,1.6985024,-2.7675645,high_school_mathematics
69,3.0409575,-0.48985383,high_school_mathematics
70,-1.6146357,-1.1974539,high_school_mathematics
71,1.1447467,1.0939456,high_school_mathematics
72,1.5593882,-0.98721033,high_school_mathematics
73,-2.2112174,-0.35680622,high_school_mathematics
74,-0.46981212,0.3785354,high_school_mathematics
75,1.2122166,2.2172325,high_school_mathematics
76,1.5072193,0.96382433,high_school_mathematics
77,-1.3465115,0.108114816,high_school_mathematics
78,1.4400069,-2.8447847,high_school_mathematics
79,0.3276667,-0.23072374,high_school_mathematics
80,-0.54477096,1.3900329,elementary_mathematics
81,1.4620665,-0.5259673,elementary_mathematics
82,0.9474185,-0.79433066,elementary_mathematics
83,3.0936635,-2.2254739,elementary_mathematics
84,1.6450467,0.18671323,elementary_mathematics
85,-1.6818666,1.2421778,elementary_mathematics
86,-0.41667768,1.7580855,elementary_mathematics
87,0.26525104,1.3540517,elementary_mathematics
88,3.6550794,-0.83200115,elementary_mathematics
89,2.4987247,0.88058,elementary_mathematics
90,1.0399593,-0.10791605,elementary_mathematics
91,0.52861,1.622946,elementary_mathematics
92,-3.059249,0.9851684,elementary_mathematics
93,3.0123231,0.9927884,elementary_mathematics
94,2.9371176,-1.6908464,elementary_mathematics
95,1.121122,-0.5681316,elementary_mathematics
96,-0.8079027,0.54579955,elementary_mathematics
97,2.3060443,1.0207657,elementary_mathematics
98,2.672178,0.4297944,elementary_mathematics
99,-1.1654468,0.66898495,elementary_mathematics
100,-0.6080187,-1.7071418,college_mathematics
101,2.295874,-2.2736673,college_mathematics
102,0.57536274,-1.7497125,college_mathematics
103,1.1785018,-0.90977776,college_mathematics
104,-0.1676737,-3.6208644,college_mathematics
105,-0.8644297,-2.6867661,college_mathematics
106,2.9347606,-1.1248567,college_mathematics
107,0.6581749,-0.23127441,college_mathematics
108,-0.37970468,-2.200397,college_mathematics
109,0.6960839,-0.4835091,college_mathematics
110,-0.5951486,-2.4331036,college_mathematics
111,0.9406688,-0.56252325,college_mathematics
112,2.0193768,-3.4900806,college_mathematics
113,2.1833231,-2.5157228,college_mathematics
114,-0.12793177,-2.1001923,college_mathematics
115,0.40648305,-0.13560644,college_mathematics
116,0.6245334,-0.67764765,college_mathematics
117,0.25897163,-1.9476789,college_mathematics
118,-0.3800818,-3.2646172,college_mathematics
119,1.3952752,-0.393479,college_mathematics
120,0.9082473,-1.7311502,high_school_mathematics
121,2.1800013,2.5471199,high_school_mathematics
122,1.1882235,0.04072396,high_school_mathematics
123,-1.3481916,0.10740845,high_school_mathematics
124,-1.0793796,1.8358784,high_school_mathematics
125,-0.8800493,0.09469009,high_school_mathematics
126,0.4774298,-1.5792003,high_school_mathematics
127,1.4259729,-0.21929371,high_school_mathematics
128,-2.2390761,-1.8742015,high_school_mathematics
129,2.1312075,-0.016227476,high_school_mathematics
130,1.0959411,-3.7029607,high_school_mathematics
131,-0.09969931,0.8907629,high_school_mathematics
132,-2.3122942,-0.35604212,high_school_mathematics
133,3.8578317,-3.292031,high_school_mathematics
134,-0.65640277,1.3691419,high_school_mathematics
135,1.751822,-1.0523984,high_school_mathematics
136,0.21447892,-0.6131393,high_school_mathematics
137,1.8340056,-1.8545249,high_school_mathematics
138,1.222351,0.045550864,high_school_mathematics
139,-0.9865453,-2.1285534,high_school_mathematics
140,3.7974916,-0.5338356,elementary_mathematics
141,2.1303332,0.27148008,elementary_mathematics
142,1.8334032,1.247131,elementary_mathematics
143,-0.021863585,0.6346358,elementary_mathematics
144,1.7591583,-0.1743135,elementary_mathematics
145,3.13405,-2.4064176,elementary_mathematics
146,-2.3539562,-0.8253255,elementary_mathematics
147,2.0472221,2.6141381,elementary_mathematics
148,1.270285,0.44911438,elementary_mathematics
149,-0.4312288,1.5672759,elementary_mathematics
150,2.9484186,-0.64046407,elementary_mathematics
151,-1.0018357,0.5520582,elementary_mathematics
152,1.5668471,-1.6548258,elementary_mathematics
153,3.1294506,-1.383555,elementary_mathematics
154,-0.24280183,1.4393061,elementary_mathematics
155,1.629695,-3.9690657,elementary_mathematics
156,1.902824,-0.9387812,elementary_mathematics
157,3.3984218,0.13526377,elementary_mathematics
158,3.5334308,-2.2157562,elementary_mathematics
159,-1.6013165,-1.2034374,elementary_mathematics
160,0.19971581,-1.2798287,college_mathematics
161,1.1164414,-2.2413204,college_mathematics
162,-0.14991829,-0.95905066,college_mathematics
163,-0.028163653,-1.3814679,college_mathematics
164,0.9694796,0.051058337,college_mathematics
165,-0.6374212,-3.321398,college_mathematics
166,0.5549684,0.32023856,college_mathematics
167,1.4989359,0.61143994,college_mathematics
168,-0.07555305,-2.8405147,college_mathematics
169,-0.40011427,-2.1425507,college_mathematics
170,1.0335177,0.23612057,college_mathematics
171,-1.385692,-0.61966014,college_mathematics
172,0.4272152,-1.9550805,college_mathematics
173,1.268691,1.522785,college_mathematics
174,2.2274163,-3.5396018,college_mathematics
175,-0.77183104,-2.498059,college_mathematics
176,0.47444674,-2.0075006,college_mathematics
177,0.26286197,-3.0433617,college_mathematics
178,1.4154131,0.61471087,college_mathematics
179,0.3009391,-1.4040082,college_mathematics
180,0.5069191,-0.67352146,high_school_mathematics
181,-0.24707086,2.4670324,high_school_mathematics
182,0.8360095,-0.96165407,high_school_mathematics
183,-1.49122,-1.1724957,high_school_mathematics
184,-0.47106242,-0.2344693,high_school_mathematics
185,1.8904899,-0.557609,high_school_mathematics
186,-0.7972308,0.3585552,high_school_mathematics
187,-1.1597629,-2.2066312,high_school_mathematics
188,1.9038438,-2.8991616,high_school_mathematics
189,-0.072370686,-0.09756598,high_school_mathematics
190,0.69658506,0.35183808,high_school_mathematics
191,1.8526341,-1.5573639,high_school_mathematics
192,-0.9373376,-1.3273357,high_school_mathematics
193,0.8189921,-0.8288595,high_school_mathematics
194,1.454074,-3.2954724,high_school_mathematics
195,2.7977865,-2.8063288,high_school_mathematics
196,-2.1328492,-0.8839165,high_school_mathematics
197,0.7892442,-0.13909778,high_school_mathematics
198,-0.669127,0.08955121,high_school_mathematics
199,0.668841,0.86488265,high_school_mathematics
200,-2.4467468,1.2655532,elementary_mathematics
201,2.3540719,-2.809983,elementary_mathematics
202,2.947339,-0.28986955,elementary_mathematics
203,-1.653541,-1.309102,elementary_mathematics
204,0.8167755,-3.9322455,elementary_mathematics
205,1.8748003,-2.8804905,elementary_mathematics
206,-1.4285114,-0.384602,elementary_mathematics
207,2.0659144,-0.3993729,elementary_mathematics
208,-1.4660777,-0.2067434,elementary_mathematics
209,-2.192158,0.2200404,elementary_mathematics
210,2.7224274,0.20912795,elementary_mathematics
211,1.6778041,-0.3325977,elementary_mathematics
212,-2.9308162,1.0166286,elementary_mathematics
213,2.88009,0.6252119,elementary_mathematics
214,3.0437381,1.3689604,elementary_mathematics
215,3.753402,0.44030496,elementary_mathematics
216,3.6923587,-2.191466,elementary_mathematics
217,-3.054877,1.0116742,elementary_mathematics
218,-3.084473,0.94922453,elementary_mathematics
219,2.2418742,0.66269773,elementary_mathematics
220,2.8143606,-2.8238115,college_mathematics
221,2.162523,-1.446112,college_mathematics
222,-0.6418025,-2.3470874,college_mathematics
223,1.1542442,-0.39378408,college_mathematics
224,-0.77052873,-2.5368924,college_mathematics
225,0.35952753,-2.2160344,college_mathematics
226,0.11939079,0.567705,college_mathematics
227,0.71434253,-1.7456867,college_mathematics
228,0.4903846,0.321701,college_mathematics
229,2.1655815,-1.3792906,college_mathematics
230,0.8737787,-0.39125836,college_mathematics
231,-0.56907547,-1.3264431,college_mathematics
232,-0.054220274,-1.2041599,college_mathematics
233,-0.40420687,-1.4720818,college_mathematics
234,-0.16035627,-0.11284283,college_mathematics
235,0.97436124,-0.77169216,college_mathematics
236,-0.54153836,-3.406094,college_mathematics
237,-0.41915295,-1.4490755,college_mathematics
238,0.8040637,-0.07468871,college_mathematics
239,-0.70376354,-3.2545002,college_mathematics
240,0.617174,0.88615084,high_school_mathematics
241,-0.9315843,-2.6387033,high_school_mathematics
242,0.7282498,2.6509752,high_school_mathematics
243,3.0864694,-0.4689346,high_school_mathematics
244,1.3365079,-0.87764645,high_school_mathematics
245,2.5748713,-2.306849,high_school_mathematics
