,emb1,emb2,id
0,46.01033,-46.629948,high_school_mathematics
1,128.25987,-36.567875,high_school_mathematics
2,-108.593346,43.01669,high_school_mathematics
3,-80.9616,-121.28836,high_school_mathematics
4,30.813425,144.28258,high_school_mathematics
5,28.914557,-10.10181,high_school_mathematics
6,-51.496082,-63.593052,high_school_mathematics
7,25.529835,34.75849,high_school_mathematics
8,68.29442,62.11575,high_school_mathematics
9,-7.582892,-1.6389419,high_school_mathematics
10,124.94685,4.995617,high_school_mathematics
11,16.490618,62.567265,high_school_mathematics
12,-21.3507,-27.946234,high_school_mathematics
13,2.4293175,35.22012,high_school_mathematics
14,200.42404,5.3187466,high_school_mathematics
15,-35.78853,26.552567,high_school_mathematics
16,-24.75818,38.861202,high_school_mathematics
17,-143.45732,35.22002,high_school_mathematics
18,73.21894,181.5261,high_school_mathematics
19,15.811562,24.232742,high_school_mathematics
20,132.83861,93.407,high_school_mathematics
21,0.9112883,-13.893613,high_school_mathematics
22,-69.20972,114.82858,high_school_mathematics
23,-71.62683,15.499802,high_school_mathematics
24,-48.243988,-100.48492,high_school_mathematics
25,-72.42725,49.67391,high_school_mathematics
26,-27.983051,-58.548367,high_school_mathematics
27,187.292,32.92039,high_school_mathematics
28,153.59453,11.225393,high_school_mathematics
29,60.244236,-165.69553,high_school_mathematics
30,-86.972824,-35.740128,elementary_mathematics
31,120.75129,59.73723,elementary_mathematics
32,-0.9417632,-73.353264,elementary_mathematics
33,61.52004,92.34764,elementary_mathematics
34,36.15227,-34.682125,elementary_mathematics
35,-57.73766,-11.667825,elementary_mathematics
36,62.32878,-97.98945,elementary_mathematics
37,8.092096,-65.87134,elementary_mathematics
38,-123.55316,134.63437,elementary_mathematics
39,5.75133,-79.7356,elementary_mathematics
40,114.190125,75.56772,elementary_mathematics
41,-150.32904,41.5408,elementary_mathematics
42,106.17562,60.254166,elementary_mathematics
43,-27.354021,146.69154,elementary_mathematics
44,-75.649994,139.417,elementary_mathematics
45,142.26984,-5.4635053,elementary_mathematics
46,-5.9219465,-95.343376,elementary_mathematics
47,81.50765,-18.338573,elementary_mathematics
48,143.4391,51.04882,elementary_mathematics
49,-13.2838545,188.05084,elementary_mathematics
50,-92.62517,-19.221188,elementary_mathematics
51,25.79893,14.09024,elementary_mathematics
52,20.492165,-1.1816585,elementary_mathematics
53,180.30835,-22.455914,elementary_mathematics
54,66.71565,42.916805,elementary_mathematics
55,-41.893173,150.36546,elementary_mathematics
56,-149.87053,-31.19492,elementary_mathematics
57,-7.602242,-58.54244,elementary_mathematics
58,124.66201,44.184803,elementary_mathematics
59,44.966167,57.59394,elementary_mathematics
60,-187.2551,4.881491,high_school_mathematics
61,-69.94781,-59.417732,high_school_mathematics
62,68.80133,-30.30764,high_school_mathematics
63,-63.89522,-115.08385,high_school_mathematics
64,-131.69624,7.9329023,high_school_mathematics
65,-189.37337,-3.0544686,high_school_mathematics
66,-91.00599,54.579506,high_school_mathematics
67,-36.050514,50.087727,high_school_mathematics
68,71.650986,25.744648,high_school_mathematics
69,-13.870742,-15.227192,high_school_mathematics
70,29.803524,50.596294,high_school_mathematics
71,143.83116,123.76592,high_school_mathematics
72,-29.23596,-91.85983,high_school_mathematics
73,-39.589542,43.5506,high_school_mathematics
74,12.420011,-181.05481,high_school_mathematics
75,-133.82948,-51.722633,high_school_mathematics
76,35.070057,25.421984,high_school_mathematics
77,8.106544,-43.181675,high_school_mathematics
78,-92.47631,82.21448,high_school_mathematics
79,30.523588,-114.07067,high_school_mathematics
80,-53.863792,32.44263,high_school_mathematics
81,40.866344,13.64181,high_school_mathematics
82,-70.59576,-109.37507,high_school_mathematics
83,121.634995,-1.7207327,high_school_mathematics
84,-116.92782,23.771729,high_school_mathematics
85,59.282772,-18.519627,high_school_mathematics
86,2.213788,19.71655,high_school_mathematics
87,93.54554,-54.44861,high_school_mathematics
88,-36.977367,10.619169,high_school_mathematics
89,-26.683102,73.194176,high_school_mathematics
90,-62.34189,-29.116764,elementary_mathematics
91,-139.14494,64.936424,elementary_mathematics
92,74.705215,-93.45661,elementary_mathematics
93,100.391335,-125.21097,elementary_mathematics
94,158.33131,-18.547281,elementary_mathematics
