topic,llm_answer,population_answer,response,label,llm_support_used,human_support_used,recommendation,recommendation_lists
elementary_mathematics,B,D,D,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""5/6""],""high_school_mathematics"":[0.545,0.44,""3 / 5""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,D,D,A,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""5/7""],""high_school_mathematics"":[0.545,0.44,""3 / 5""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,D,B,D,B,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""5/7""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,C,C,C,C,True,False,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""5/7""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,A,C,A,D,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""5/7""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,C,A,A,A,False,True,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""5/7""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,B,B,C,B,False,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""5/7""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2/6""]}"
college_mathematics,D,D,D,D,True,False,You were wrong by yourself on college_mathematics last time. You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""5/7""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2/6""]}"
high_school_mathematics,B,A,A,A,False,True,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""5/7""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2/6""]}"
high_school_mathematics,B,D,C,D,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""5/7""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2/6""]}"
elementary_mathematics,C,C,C,C,False,True,You were wrong by yourself on elementary_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""5/7""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2/6""]}"
elementary_mathematics,C,D,D,D,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""6/8""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2/6""]}"
high_school_mathematics,B,C,C,D,False,True,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""6/8""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2/6""]}"
high_school_mathematics,B,C,C,C,False,True,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""6/8""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2/6""]}"
high_school_mathematics,B,A,A,A,False,True,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""6/8""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2/6""]}"
college_mathematics,C,B,C,B,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""6/8""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2/6""]}"
elementary_mathematics,D,C,C,C,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""7/9""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2/6""]}"
elementary_mathematics,B,D,D,D,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""8/10""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2/6""]}"
college_mathematics,C,D,C,D,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""8/10""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2/6""]}"
college_mathematics,D,A,D,A,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""8/10""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2/6""]}"
college_mathematics,A,A,D,A,False,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""8/10""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2/7""]}"
college_mathematics,B,D,B,D,True,False,You were wrong by yourself on college_mathematics last time. You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""8/10""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2/7""]}"
college_mathematics,D,D,B,D,False,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""8/10""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2/8""]}"
